Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,pH,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V, mavlink_global_position_int_t.lat, mavlink_global_position_int_t.lon,,
10/6/2020,15:56:02,0,<site>,0.92,91.3,0.387,109.6,83.1,84.9,8.06,0.55,0.05,108.2,0.95,70,7.45,-25.7,16.848,0.387,5.81,11.8,441250489,-701060857,44.1250489,-70.1060857
10/6/2020,15:56:03,0,<site>,0.92,91.3,0.387,109.6,83.1,84.9,8.06,0.55,0.05,108.2,0.94,70,7.45,-25.7,16.848,0.387,5.81,11.8,441250466,-701060879,44.1250466,-70.1060879
10/6/2020,15:56:04,0,<site>,0.93,91.3,0.387,109.6,83.1,84.9,8.05,0.55,0.05,108.2,0.94,70,7.45,-25.6,16.848,0.387,5.81,11.8,441250437,-701060900,44.1250437,-70.10609
10/6/2020,15:56:05,0,<site>,0.93,91.3,0.387,109.6,83.1,84.9,8.05,0.55,0.05,108.2,0.95,70,7.45,-25.6,16.848,0.388,5.81,11.8,441250404,-701060914,44.1250404,-70.1060914
10/6/2020,15:56:06,0,<site>,0.93,91.3,0.387,109.6,83.1,84.8,8.05,0.55,0.05,108.2,0.95,70,7.44,-25.5,16.847,0.388,5.81,11.8,441250378,-701060928,44.1250378,-70.1060928
10/6/2020,15:56:07,0,<site>,0.93,91.3,0.387,109.6,83.1,84.8,8.05,0.55,0.05,108.2,0.96,70,7.44,-25.5,16.847,0.388,5.81,11.8,441250312,-701060968,44.1250312,-70.1060968
10/6/2020,15:56:08,0,<site>,0.93,91.3,0.387,109.6,83.1,84.8,8.05,0.55,0.05,108.1,0.95,70,7.44,-25.4,16.847,0.387,5.81,11.8,441250284,-701060988,44.1250284,-70.1060988
10/6/2020,15:56:09,0,<site>,0.94,91.3,0.387,109.5,83.1,84.8,8.05,0.55,0.05,108.1,0.95,70,7.44,-25.4,16.847,0.39,5.81,11.8,441250228,-701061026,44.1250228,-70.1061026
10/6/2020,15:56:10,0,<site>,0.93,91.3,0.387,109.5,83.1,84.8,8.05,0.55,0.05,108.1,0.96,70,7.44,-25.4,16.848,0.391,5.81,11.8,441250204,-701061045,44.1250204,-70.1061045
10/6/2020,15:56:11,0,<site>,0.94,91.2,0.388,109.5,83.1,84.8,8.05,0.55,0.05,108.1,0.96,70,7.44,-25.4,16.848,0.393,5.81,11.8,441250180,-701061069,44.125018,-70.1061069
10/6/2020,15:56:12,0,<site>,0.94,91.2,0.388,109.5,83.1,84.8,8.05,0.551,0.05,108,0.96,70,7.44,-25.4,16.849,0.389,5.81,11.8,441250141,-701061113,44.1250141,-70.1061113
10/6/2020,15:56:13,0,<site>,0.93,91.2,0.388,109.4,83.1,84.8,8.05,0.551,0.05,108,0.96,70,7.44,-25.4,16.849,0.387,5.81,11.8,441250141,-701061113,44.1250141,-70.1061113
10/6/2020,15:56:14,0,<site>,0.94,91.2,0.388,109.4,83.1,84.8,8.05,0.551,0.05,108,0.98,70,7.44,-25.4,16.85,0.387,5.81,11.8,441250100,-701061150,44.12501,-70.106115
10/6/2020,15:56:15,0,<site>,0.93,91.1,0.388,109.4,83.1,84.8,8.05,0.55,0.05,107.9,0.98,70,7.44,-25.4,16.851,0.387,5.81,11.8,441250078,-701061161,44.1250078,-70.1061161
10/6/2020,15:56:16,0,<site>,0.94,91.1,0.388,109.3,83.1,84.9,8.06,0.551,0.05,107.9,0.98,70,7.44,-25.5,16.852,0.388,5.82,11.8,441250046,-701061192,44.1250046,-70.1061192
10/6/2020,15:56:17,0,<site>,0.94,91.1,0.388,109.3,83.1,84.9,8.06,0.55,0.05,107.9,0.99,70,7.45,-25.6,16.853,0.388,5.82,11.8,441250028,-701061205,44.1250028,-70.1061205
10/6/2020,15:56:18,0,<site>,0.93,91.1,0.388,109.3,83.2,84.9,8.06,0.55,0.05,107.8,0.99,70,7.45,-25.6,16.854,0.387,5.82,11.8,441250012,-701061221,44.1250012,-70.1061221
10/6/2020,15:56:19,0,<site>,0.93,91,0.388,109.2,83.2,85,8.06,0.55,0.05,107.8,0.99,70,7.45,-25.7,16.855,0.388,5.82,11.8,441249987,-701061238,44.1249987,-70.1061238
10/6/2020,15:56:20,0,<site>,0.93,91,0.388,109.2,83.2,85,8.07,0.55,0.05,107.8,0.99,70,7.45,-25.7,16.856,0.387,5.82,11.8,441249939,-701061259,44.1249939,-70.1061259
10/6/2020,15:56:21,0,<site>,0.93,91,0.388,109.2,83.3,85,8.07,0.55,0.05,107.8,1,70,7.45,-25.8,16.857,0.387,5.82,11.8,441249916,-701061266,44.1249916,-70.1061266
10/6/2020,15:56:22,0,<site>,0.93,91,0.388,109.2,83.3,85.1,8.08,0.55,0.05,107.8,1,70,7.45,-25.9,16.858,0.388,5.82,11.8,441249897,-701061276,44.1249897,-70.1061276
10/6/2020,15:56:23,0,<site>,0.93,91,0.388,109.2,83.4,85.1,8.08,0.55,0.05,107.8,1.01,70,7.45,-26,16.859,0.387,5.82,11.8,441249878,-701061282,44.1249878,-70.1061282
10/6/2020,15:56:24,0,<site>,0.93,91,0.388,109.2,83.4,85.2,8.08,0.55,0.05,107.8,1.01,70,7.46,-26.1,16.859,0.386,5.82,11.8,441249849,-701061295,44.1249849,-70.1061295
10/6/2020,15:56:25,0,<site>,0.93,91,0.387,109.2,83.5,85.2,8.09,0.55,0.05,107.8,1.01,70,7.46,-26.3,16.86,0.387,5.82,11.8,441249819,-701061308,44.1249819,-70.1061308
10/6/2020,15:56:26,0,<site>,0.93,91,0.387,109.2,83.5,85.3,8.09,0.55,0.05,107.8,1,70,7.46,-26.4,16.861,0.386,5.82,11.8,441249767,-701061350,44.1249767,-70.106135
10/6/2020,15:56:27,0,<site>,0.92,91,0.387,109.2,83.6,85.4,8.1,0.55,0.05,107.7,1.01,70,7.46,-26.5,16.862,0.387,5.82,11.8,441249740,-701061374,44.124974,-70.1061374
10/6/2020,15:56:28,0,<site>,0.92,91,0.387,109.2,83.6,85.4,8.1,0.55,0.05,107.7,1.02,70,7.46,-26.6,16.863,0.387,5.82,11.8,441249711,-701061389,44.1249711,-70.1061389
10/6/2020,15:56:29,0,<site>,0.93,91,0.387,109.2,83.7,85.5,8.11,0.55,0.05,107.7,1.02,70,7.47,-26.8,16.864,0.387,5.82,11.8,441249651,-701061417,44.1249651,-70.1061417
10/6/2020,15:56:30,0,<site>,0.93,91,0.387,109.2,83.7,85.5,8.11,0.55,0.05,107.7,1.03,70,7.47,-26.9,16.865,0.387,5.82,11.8,441249623,-701061425,44.1249623,-70.1061425
10/6/2020,15:56:31,0,<site>,0.93,91,0.387,109.1,83.8,85.6,8.12,0.55,0.05,107.7,1.03,70,7.47,-27,16.867,0.387,5.82,11.8,441249597,-701061432,44.1249597,-70.1061432
10/6/2020,15:56:32,0,<site>,0.94,91,0.387,109.1,83.8,85.6,8.12,0.55,0.05,107.7,1.03,70,7.47,-27.1,16.868,0.387,5.82,11.8,441249563,-701061465,44.1249563,-70.1061465
10/6/2020,15:56:33,0,<site>,0.94,91,0.387,109.1,83.9,85.7,8.13,0.55,0.05,107.7,1.03,70,7.47,-27.2,16.87,0.386,5.82,11.8,441249525,-701061471,44.1249525,-70.1061471
10/6/2020,15:56:34,0,<site>,0.94,91,0.387,109.1,83.9,85.7,8.13,0.55,0.05,107.7,1.04,70,7.48,-27.3,16.871,0.387,5.82,11.8,441249500,-701061479,44.12495,-70.1061479
10/6/2020,15:56:35,0,<site>,0.94,91,0.387,109.1,84,85.7,8.13,0.55,0.05,107.7,1.04,70,7.48,-27.4,16.873,0.386,5.82,11.8,441249462,-701061489,44.1249462,-70.1061489
10/6/2020,15:56:36,0,<site>,0.94,91,0.387,109.1,84,85.8,8.14,0.55,0.05,107.7,1.04,70,7.48,-27.5,16.874,0.387,5.82,11.8,441249441,-701061496,44.1249441,-70.1061496
10/6/2020,15:56:37,0,<site>,0.94,91,0.387,109.1,84.1,85.8,8.14,0.55,0.05,107.7,1.04,70,7.48,-27.5,16.875,0.386,5.82,11.8,441249420,-701061509,44.124942,-70.1061509
10/6/2020,15:56:38,0,<site>,0.94,91,0.387,109.1,84.1,85.9,8.15,0.55,0.05,107.7,1.05,70,7.48,-27.6,16.876,0.387,5.82,11.8,441249385,-701061536,44.1249385,-70.1061536
10/6/2020,15:56:39,0,<site>,0.94,91,0.387,109.1,84.1,85.9,8.15,0.55,0.05,107.7,1.05,70,7.48,-27.7,16.877,0.387,5.82,11.8,441249366,-701061547,44.1249366,-70.1061547
10/6/2020,15:56:40,0,<site>,0.94,91,0.387,109.1,84.2,86,8.16,0.55,0.05,107.7,1.05,70,7.48,-27.8,16.877,0.387,5.82,11.8,441249324,-701061560,44.1249324,-70.106156
10/6/2020,15:56:41,0,<site>,0.94,91,0.387,109.1,84.2,86,8.16,0.55,0.05,107.7,1.05,70,7.48,-27.8,16.878,0.386,5.82,11.8,441249303,-701061570,44.1249303,-70.106157
10/6/2020,15:56:42,0,<site>,0.95,91,0.387,109.1,84.3,86.1,8.16,0.55,0.05,107.7,1.05,70,7.49,-27.9,16.878,0.386,5.82,11.8,441249266,-701061588,44.1249266,-70.1061588
10/6/2020,15:56:43,0,<site>,0.94,91,0.387,109.1,84.3,86.1,8.17,0.55,0.05,107.7,1.05,70,7.49,-28,16.879,0.387,5.82,11.8,441249243,-701061603,44.1249243,-70.1061603
10/6/2020,15:56:44,0,<site>,0.94,91,0.387,109.1,84.4,86.2,8.17,0.55,0.05,107.7,1.05,70,7.49,-28.1,16.878,0.387,5.82,11.8,441249216,-701061622,44.1249216,-70.1061622
10/6/2020,15:56:45,0,<site>,0.94,91,0.387,109.1,84.4,86.2,8.18,0.55,0.05,107.7,1.05,70,7.49,-28.2,16.878,0.386,5.82,11.8,441249191,-701061635,44.1249191,-70.1061635
10/6/2020,15:56:46,0,<site>,0.94,91,0.387,109.1,84.5,86.3,8.19,0.55,0.05,107.7,1.05,70,7.49,-28.3,16.878,0.387,5.82,11.8,441249147,-701061653,44.1249147,-70.1061653
10/6/2020,15:56:47,0,<site>,0.93,91,0.387,109.1,84.6,86.4,8.19,0.55,0.05,107.7,1.06,70,7.5,-28.5,16.877,0.387,5.82,11.8,441249120,-701061668,44.124912,-70.1061668
10/6/2020,15:56:48,0,<site>,0.93,91,0.387,109.1,84.6,86.4,8.2,0.55,0.05,107.7,1.06,70,7.5,-28.6,16.877,0.386,5.82,11.8,441249090,-701061685,44.124909,-70.1061685
10/6/2020,15:56:49,0,<site>,0.93,91,0.387,109.1,84.7,86.5,8.21,0.549,0.05,107.7,1.06,70,7.5,-28.7,16.876,0.387,5.82,11.8,441249034,-701061715,44.1249034,-70.1061715
10/6/2020,15:56:50,0,<site>,0.93,91,0.387,109.1,84.8,86.6,8.21,0.549,0.05,107.7,1.06,70,7.5,-28.8,16.876,0.386,5.82,11.8,441249006,-701061734,44.1249006,-70.1061734
10/6/2020,15:56:51,0,<site>,0.93,91,0.387,109.1,84.9,86.7,8.22,0.549,0.05,107.7,1.06,70,7.5,-29,16.875,0.387,5.82,11.8,441248958,-701061768,44.1248958,-70.1061768
10/6/2020,15:56:52,0,<site>,0.94,91,0.387,109.1,85,86.8,8.23,0.549,0.05,107.7,1.06,70,7.51,-29.1,16.875,0.387,5.82,11.8,441248927,-701061786,44.1248927,-70.1061786
10/6/2020,15:56:53,0,<site>,0.93,91,0.387,109.1,85,86.8,8.24,0.549,0.05,107.7,1.06,70,7.51,-29.2,16.875,0.385,5.82,11.8,441248896,-701061806,44.1248896,-70.1061806
10/6/2020,15:56:54,0,<site>,0.93,91,0.387,109.1,85.1,86.9,8.25,0.549,0.05,107.7,1.07,70,7.51,-29.4,16.874,0.387,5.82,11.8,441248867,-701061825,44.1248867,-70.1061825
10/6/2020,15:56:55,0,<site>,0.93,91,0.387,109.1,85.2,87,8.25,0.549,0.05,107.7,1.06,70,7.51,-29.5,16.874,0.385,5.82,11.8,441248839,-701061841,44.1248839,-70.1061841
10/6/2020,15:56:56,0,<site>,0.93,91,0.387,109.1,85.3,87.1,8.26,0.549,0.05,107.7,1.07,70,7.52,-29.7,16.874,0.387,5.81,11.8,441248815,-701061859,44.1248815,-70.1061859
10/6/2020,15:56:57,0,<site>,0.93,91,0.387,109.1,85.4,87.2,8.27,0.549,0.05,107.7,1.06,70,7.52,-29.8,16.874,0.387,5.81,11.8,441248764,-701061879,44.1248764,-70.1061879
10/6/2020,15:56:58,0,<site>,0.93,91,0.387,109.1,85.5,87.3,8.28,0.549,0.05,107.7,1.06,70,7.52,-30,16.874,0.387,5.81,11.8,441248741,-701061889,44.1248741,-70.1061889
10/6/2020,15:56:59,0,<site>,0.93,91,0.387,109.1,85.6,87.4,8.29,0.549,0.05,107.7,1.06,70,7.53,-30.2,16.874,0.386,5.81,11.8,441248696,-701061915,44.1248696,-70.1061915
10/6/2020,15:57:00,0,<site>,0.93,91,0.387,109.1,85.6,87.5,8.3,0.549,0.05,107.7,1.06,70,7.53,-30.3,16.875,0.387,5.81,11.8,441248675,-701061926,44.1248675,-70.1061926
10/6/2020,15:57:01,0,<site>,0.94,91,0.387,109.1,85.7,87.5,8.3,0.549,0.05,107.7,1.07,70,7.53,-30.5,16.876,0.387,5.81,11.8,441248651,-701061936,44.1248651,-70.1061936
10/6/2020,15:57:02,0,<site>,0.93,91,0.387,109.1,85.8,87.6,8.31,0.549,0.05,107.7,1.07,70,7.53,-30.7,16.877,0.387,5.81,11.8,441248624,-701061942,44.1248624,-70.1061942
10/6/2020,15:57:03,0,<site>,0.93,91,0.387,109.1,85.9,87.7,8.32,0.549,0.05,107.7,1.08,70,7.54,-30.8,16.878,0.387,5.81,11.8,441248573,-701061967,44.1248573,-70.1061967
10/6/2020,15:57:04,0,<site>,0.93,91,0.387,109.1,85.9,87.7,8.32,0.549,0.05,107.7,1.07,70,7.54,-31,16.878,0.387,5.81,11.8,441248547,-701061981,44.1248547,-70.1061981
10/6/2020,15:57:05,0,<site>,0.93,91,0.387,109.1,86,87.8,8.33,0.549,0.05,107.7,1.08,70,7.54,-31.1,16.879,0.387,5.81,11.8,441248522,-701061998,44.1248522,-70.1061998
10/6/2020,15:57:06,0,<site>,0.93,91,0.387,109.1,86.1,87.9,8.34,0.549,0.05,107.7,1.08,70,7.54,-31.3,16.879,0.387,5.81,11.8,441248500,-701062010,44.12485,-70.106201
10/6/2020,15:57:07,0,<site>,0.93,91,0.387,109.1,86.1,88,8.34,0.549,0.05,107.7,1.08,70,7.55,-31.4,16.879,0.387,5.81,11.8,441248452,-701062027,44.1248452,-70.1062027
10/6/2020,15:57:08,0,<site>,0.94,90.9,0.387,109.1,86.2,88,8.35,0.549,0.05,107.6,1.09,70,7.55,-31.6,16.879,0.386,5.81,11.8,441248428,-701062036,44.1248428,-70.1062036
10/6/2020,15:57:09,0,<site>,0.94,91,0.387,109.1,86.3,88.1,8.36,0.549,0.05,107.7,1.09,70,7.55,-31.8,16.879,0.387,5.81,11.8,441248405,-701062048,44.1248405,-70.1062048
10/6/2020,15:57:10,0,<site>,0.95,91,0.387,109.1,86.4,88.2,8.37,0.549,0.05,107.7,1.08,70,7.56,-31.9,16.879,0.386,5.81,11.8,441248385,-701062065,44.1248385,-70.1062065
10/6/2020,15:57:11,0,<site>,0.96,91,0.387,109.1,86.4,88.3,8.37,0.549,0.05,107.7,1.08,70,7.56,-32.1,16.878,0.387,5.81,11.8,441248339,-701062092,44.1248339,-70.1062092
10/6/2020,15:57:12,0,<site>,0.95,90.9,0.387,109.1,86.5,88.3,8.38,0.549,0.05,107.6,1.08,70,7.56,-32.3,16.878,0.387,5.81,11.8,441248310,-701062111,44.124831,-70.1062111
10/6/2020,15:57:13,0,<site>,0.95,90.9,0.387,109,86.6,88.4,8.39,0.549,0.05,107.6,1.08,70,7.57,-32.4,16.877,0.387,5.81,11.8,441248281,-701062118,44.1248281,-70.1062118
10/6/2020,15:57:14,0,<site>,0.94,90.9,0.387,109,86.7,88.5,8.4,0.549,0.05,107.6,1.09,70,7.57,-32.6,16.876,0.387,5.81,11.8,441248249,-701062126,44.1248249,-70.1062126
10/6/2020,15:57:15,0,<site>,0.95,90.9,0.387,109,86.7,88.6,8.4,0.549,0.05,107.6,1.09,70,7.57,-32.7,16.876,0.387,5.81,11.8,441248200,-701062146,44.12482,-70.1062146
10/6/2020,15:57:16,0,<site>,0.95,90.9,0.387,109,86.8,88.7,8.41,0.549,0.05,107.6,1.1,70,7.57,-32.9,16.875,0.387,5.82,11.8,441248176,-701062165,44.1248176,-70.1062165
10/6/2020,15:57:17,0,<site>,0.95,90.9,0.387,109,86.9,88.7,8.42,0.549,0.05,107.6,1.11,70,7.58,-33,16.875,0.387,5.82,11.8,441248158,-701062183,44.1248158,-70.1062183
10/6/2020,15:57:18,0,<site>,0.95,90.9,0.387,109,87,88.8,8.43,0.549,0.05,107.6,1.11,70,7.58,-33.2,16.875,0.386,5.82,11.8,441248135,-701062195,44.1248135,-70.1062195
10/6/2020,15:57:19,0,<site>,0.95,90.9,0.387,109,87,88.9,8.43,0.549,0.05,107.5,1.12,70,7.58,-33.4,16.874,0.387,5.82,11.8,441248089,-701062216,44.1248089,-70.1062216
10/6/2020,15:57:20,0,<site>,0.95,90.9,0.387,109,87.1,89,8.44,0.549,0.05,107.6,1.12,70,7.58,-33.5,16.874,0.387,5.82,11.8,441248040,-701062239,44.124804,-70.1062239
10/6/2020,15:57:21,0,<site>,0.94,90.9,0.387,109,87.2,89,8.45,0.549,0.05,107.6,1.12,70,7.59,-33.7,16.873,0.388,5.82,11.8,441248040,-701062239,44.124804,-70.1062239
10/6/2020,15:57:22,0,<site>,0.94,90.9,0.387,109,87.3,89.1,8.45,0.549,0.05,107.6,1.12,70,7.59,-33.9,16.872,0.387,5.82,11.8,441248014,-701062248,44.1248014,-70.1062248
10/6/2020,15:57:23,0,<site>,0.95,90.9,0.387,109,87.3,89.2,8.46,0.549,0.05,107.6,1.12,70,7.59,-34.2,16.871,0.387,5.82,11.8,441247955,-701062284,44.1247955,-70.1062284
10/6/2020,15:57:24,0,<site>,0.95,90.9,0.387,109,87.4,89.3,8.47,0.549,0.05,107.6,1.12,70,7.6,-34.4,16.87,0.387,5.82,11.8,441247917,-701062305,44.1247917,-70.1062305
10/6/2020,15:57:25,0,<site>,0.94,90.8,0.387,109,87.5,89.4,8.48,0.549,0.05,107.5,1.12,70,7.6,-34.6,16.868,0.387,5.82,11.8,441247887,-701062325,44.1247887,-70.1062325
10/6/2020,15:57:26,0,<site>,0.95,90.8,0.387,109,87.6,89.4,8.48,0.549,0.05,107.5,1.14,70,7.61,-34.9,16.867,0.386,5.82,11.8,441247828,-701062366,44.1247828,-70.1062366
10/6/2020,15:57:27,0,<site>,0.95,90.8,0.387,109,87.7,89.5,8.49,0.549,0.05,107.6,1.13,70,7.61,-35.1,16.865,0.386,5.82,11.8,441247800,-701062380,44.12478,-70.106238
10/6/2020,15:57:28,0,<site>,0.94,90.8,0.387,109,87.8,89.6,8.5,0.549,0.05,107.6,1.13,70,7.61,-35.3,16.863,0.387,5.82,11.8,441247776,-701062398,44.1247776,-70.1062398
10/6/2020,15:57:29,0,<site>,0.96,90.8,0.387,109,87.9,89.7,8.51,0.549,0.05,107.6,1.14,70,7.62,-35.5,16.861,0.386,5.82,11.8,441247753,-701062418,44.1247753,-70.1062418
10/6/2020,15:57:30,0,<site>,0.95,90.8,0.387,109,88,89.8,8.52,0.549,0.05,107.6,1.14,70,7.62,-35.7,16.858,0.386,5.82,11.8,441247727,-701062431,44.1247727,-70.1062431
10/6/2020,15:57:31,0,<site>,0.95,90.8,0.387,109,88.1,89.9,8.54,0.549,0.05,107.6,1.15,70,7.63,-35.9,16.857,0.386,5.82,11.8,441247678,-701062438,44.1247678,-70.1062438
10/6/2020,15:57:32,0,<site>,0.96,90.8,0.387,109,88.2,90,8.54,0.549,0.05,107.6,1.15,70,7.63,-36.1,16.855,0.388,5.82,11.8,441247653,-701062453,44.1247653,-70.1062453
10/6/2020,15:57:33,0,<site>,0.95,90.8,0.387,109,88.3,90.2,8.56,0.549,0.05,107.6,1.15,70,7.63,-36.3,16.853,0.387,5.82,11.8,441247626,-701062474,44.1247626,-70.1062474
10/6/2020,15:57:34,0,<site>,0.95,90.8,0.387,109,88.4,90.3,8.57,0.549,0.05,107.6,1.16,70,7.64,-36.6,16.852,0.387,5.82,11.8,441247602,-701062498,44.1247602,-70.1062498
10/6/2020,15:57:35,0,<site>,0.96,90.8,0.387,109,88.5,90.4,8.58,0.549,0.05,107.6,1.15,70,7.64,-36.8,16.85,0.387,5.82,11.8,441247537,-701062519,44.1247537,-70.1062519
10/6/2020,15:57:36,0,<site>,0.96,90.8,0.387,109,88.6,90.4,8.59,0.549,0.05,107.6,1.15,70,7.64,-37,16.849,0.387,5.81,11.8,441247503,-701062535,44.1247503,-70.1062535
10/6/2020,15:57:37,0,<site>,0.95,90.8,0.387,109,88.7,90.5,8.59,0.549,0.05,107.5,1.15,70,7.65,-37.3,16.848,0.387,5.81,11.8,441247471,-701062554,44.1247471,-70.1062554
10/6/2020,15:57:38,0,<site>,0.95,90.8,0.387,109,88.7,90.6,8.6,0.549,0.05,107.6,1.14,70,7.65,-37.5,16.847,0.386,5.81,11.8,441247448,-701062570,44.1247448,-70.106257
10/6/2020,15:57:39,0,<site>,0.96,90.8,0.387,109,88.8,90.7,8.61,0.549,0.05,107.6,1.15,70,7.66,-37.7,16.846,0.385,5.81,11.8,441247386,-701062603,44.1247386,-70.1062603
10/6/2020,15:57:40,0,<site>,0.95,90.8,0.387,109,88.9,90.8,8.62,0.549,0.05,107.6,1.15,70,7.66,-38,16.845,0.386,5.81,11.8,441247351,-701062618,44.1247351,-70.1062618
10/6/2020,15:57:41,0,<site>,0.95,90.8,0.387,109,89,90.9,8.63,0.549,0.05,107.6,1.16,70,7.67,-38.2,16.844,0.387,5.81,11.8,441247317,-701062634,44.1247317,-70.1062634
10/6/2020,15:57:42,0,<site>,0.95,90.8,0.387,109,89,90.9,8.63,0.549,0.05,107.6,1.17,70,7.67,-38.4,16.844,0.387,5.81,11.8,441247283,-701062649,44.1247283,-70.1062649
10/6/2020,15:57:43,0,<site>,0.95,90.8,0.387,109,89.1,91,8.64,0.549,0.05,107.6,1.18,70,7.67,-38.6,16.844,0.386,5.81,11.8,441247245,-701062667,44.1247245,-70.1062667
10/6/2020,15:57:44,0,<site>,0.95,90.8,0.387,109,89.2,91.1,8.64,0.549,0.05,107.6,1.18,70,7.68,-38.8,16.843,0.386,5.81,11.8,441247182,-701062700,44.1247182,-70.10627
10/6/2020,15:57:45,0,<site>,0.96,90.8,0.387,109,89.2,91.1,8.65,0.549,0.05,107.6,1.17,70,7.68,-38.9,16.843,0.386,5.81,11.8,441247156,-701062719,44.1247156,-70.1062719
10/6/2020,15:57:46,0,<site>,0.96,90.8,0.387,109,89.3,91.2,8.66,0.549,0.05,107.6,1.17,70,7.68,-39.1,16.842,0.385,5.82,11.8,441247126,-701062738,44.1247126,-70.1062738
10/6/2020,15:57:47,0,<site>,0.96,90.8,0.387,109,89.3,91.2,8.66,0.549,0.05,107.6,1.18,70,7.68,-39.2,16.842,0.386,5.82,11.8,441247101,-701062759,44.1247101,-70.1062759
10/6/2020,15:57:48,0,<site>,0.97,90.8,0.387,109,89.4,91.3,8.66,0.549,0.05,107.6,1.18,70,7.69,-39.3,16.842,0.386,5.82,11.8,441247069,-701062784,44.1247069,-70.1062784
10/6/2020,15:57:49,0,<site>,0.97,90.8,0.387,109,89.4,91.3,8.67,0.549,0.05,107.6,1.18,70,7.69,-39.5,16.842,0.386,5.82,11.8,441247041,-701062810,44.1247041,-70.106281
10/6/2020,15:57:50,0,<site>,0.97,90.8,0.387,109,89.5,91.4,8.67,0.549,0.05,107.6,1.18,70,7.69,-39.6,16.842,0.387,5.82,11.8,441246973,-701062862,44.1246973,-70.1062862
10/6/2020,15:57:51,0,<site>,0.97,90.9,0.387,109,89.5,91.4,8.68,0.549,0.05,107.6,1.17,70,7.69,-39.7,16.842,0.386,5.82,11.8,441246937,-701062896,44.1246937,-70.1062896
10/6/2020,15:57:52,0,<site>,0.96,90.9,0.387,109.1,89.5,91.4,8.68,0.549,0.05,107.6,1.17,70,7.69,-39.8,16.842,0.387,5.82,11.8,441246906,-701062931,44.1246906,-70.1062931
10/6/2020,15:57:53,0,<site>,0.96,90.9,0.387,109.1,89.6,91.5,8.68,0.549,0.05,107.6,1.17,70,7.69,-39.9,16.842,0.386,5.82,11.8,441246873,-701062960,44.1246873,-70.106296
10/6/2020,15:57:54,0,<site>,0.95,90.9,0.387,109.1,89.6,91.5,8.69,0.549,0.05,107.6,1.18,70,7.7,-39.9,16.842,0.386,5.82,11.8,441246838,-701062984,44.1246838,-70.1062984
10/6/2020,15:57:55,0,<site>,0.95,90.8,0.387,109,89.6,91.5,8.69,0.549,0.05,107.6,1.18,70,7.7,-40,16.842,0.387,5.82,11.8,441246812,-701063010,44.1246812,-70.106301
10/6/2020,15:57:56,0,<site>,0.95,90.8,0.387,109,89.6,91.6,8.69,0.549,0.05,107.6,1.18,70,7.7,-40.1,16.842,0.387,5.82,11.8,441246788,-701063020,44.1246788,-70.106302
10/6/2020,15:57:57,0,<site>,0.96,90.8,0.387,109,89.7,91.6,8.69,0.549,0.05,107.6,1.18,70,7.7,-40.1,16.842,0.386,5.82,11.8,441246723,-701063045,44.1246723,-70.1063045
10/6/2020,15:57:58,0,<site>,0.95,90.9,0.387,109.1,89.7,91.6,8.7,0.549,0.05,107.6,1.17,70,7.7,-40.2,16.842,0.386,5.82,11.8,441246675,-701063064,44.1246675,-70.1063064
10/6/2020,15:57:59,0,<site>,0.94,90.9,0.386,109.1,89.7,91.6,8.7,0.549,0.05,107.6,1.17,70,7.7,-40.2,16.841,0.386,5.82,11.8,441246637,-701063084,44.1246637,-70.1063084
10/6/2020,15:58:00,0,<site>,0.95,90.9,0.386,109.1,89.7,91.6,8.7,0.549,0.05,107.6,1.17,70,7.7,-40.2,16.84,0.386,5.82,11.8,441246601,-701063104,44.1246601,-70.1063104
10/6/2020,15:58:01,0,<site>,0.95,90.9,0.386,109.1,89.7,91.6,8.7,0.549,0.05,107.7,1.17,70,7.7,-40.2,16.84,0.387,5.82,11.8,441246564,-701063124,44.1246564,-70.1063124
10/6/2020,15:58:02,0,<site>,0.95,90.9,0.386,109.1,89.8,91.7,8.7,0.549,0.05,107.6,1.17,70,7.7,-40.3,16.839,0.386,5.82,11.8,441246524,-701063145,44.1246524,-70.1063145
10/6/2020,15:58:03,0,<site>,0.95,90.8,0.386,109,89.8,91.7,8.7,0.549,0.05,107.6,1.17,70,7.7,-40.3,16.838,0.387,5.82,11.8,441246463,-701063182,44.1246463,-70.1063182
10/6/2020,15:58:04,0,<site>,0.96,90.8,0.386,109,89.8,91.7,8.7,0.549,0.05,107.6,1.16,70,7.7,-40.3,16.838,0.387,5.82,11.8,441246416,-701063205,44.1246416,-70.1063205
10/6/2020,15:58:05,0,<site>,0.97,90.8,0.386,109,89.8,91.7,8.7,0.549,0.05,107.6,1.17,70,7.7,-40.3,16.837,0.387,5.82,11.8,441246392,-701063218,44.1246392,-70.1063218
10/6/2020,15:58:06,0,<site>,0.97,90.8,0.386,109,89.8,91.7,8.7,0.549,0.05,107.6,1.16,70,7.7,-40.3,16.836,0.387,5.82,11.8,441246357,-701063247,44.1246357,-70.1063247
