gps_timestamp,latitude,longitude,compass_timestamp,heading,airspeed_timestamp,airspeed,sonar_timestamp,distance,gps_velocity_timestamp,gps_linear_x,gps_linear_y,local_velocity_timestamp,local_linear_x,local_linear_y,local_linear_z,local_angular_x,local_angular_y,local_angular_z,sonde_timestamp,YYMMDD,HHMMSS,Battery V,Temp °C,Depth m,Cond µS/cm,pH,SpCond mS/cm,SpCond µS/cm,Chlorophyll RFU,ODO % sat,ODO mg/L
1600204449.97832,44.1726921,-70.2752349,1600923486.41296,330.52,1600204450.01813,0.99700003862381,1600204450.38324,8.19999980926514,1600204450.45832,0.158332212837414,1.00763629866039,1600204449.99832,0.881023973013833,-0.328331111121929,-0.024488262920168,0.003386996453628,-0.018385179340839,0.039234440773726,1600204450,200915,171410,5.87351608276367,20.5475730895996,0.473192632198334,78.594596862793,7.70988988876343,0.085899613797665,85.8996124267578,0.283972442150116,94.1442642211914,8.46664142608643
1600204451.9783,44.1727086,-70.2752345,1600923488.41344,317.84,1600204452.01717,0.862000048160553,1600204451.72631,7.80000019073486,1600204451.8583,-0.096907350129556,0.854522653585537,1600204451.9983,0.582095961930807,-0.407006896496008,0.002359118532309,-0.025437766686082,0.013598245568574,0.113960146903992,1600204452,200915,171412,5.87036609649658,20.5486297607422,0.473200887441635,78.2734985351563,7.71130275726318,0.085546784102917,85.5467834472656,0.298392117023468,94.1648864746094,8.46806335449219
1600204452.9783,44.1727142,-70.2752345,1600923489.41311,314.22,1600204453.01743,0.639000058174133,1600204453.06604,7.80000019073486,1600204452.8583,-0.13732293233464,0.614851536759091,1600204452.9993,0.333876932419951,-0.407341974566201,0.033406643036419,-0.010337742976844,0.013073101639748,0.056606352329254,1600204453,200915,171413,5.87036609649658,20.5492706298828,0.473212361335754,78.4996948242187,7.71212196350098,0.085792891681194,85.7928924560547,0.295948415994644,94.1794967651367,8.46950340270996
1600204453.97829,44.1727179,-70.2752346,1600923490.41291,310.62,1600204454.01755,0.491000026464462,1600204454.42607,7.80000019073486,1600204454.45829,-0.128567183130565,0.441667838337672,1600204453.99829,0.200586724117905,-0.339594583883639,0.004866814783123,0.003343303222209,-0.033152841031551,0.057900343090296,1600204454,200915,171414,5.87036609649658,20.5496082305908,0.473231852054596,78.6319198608399,7.71254062652588,0.085936762392521,85.9367599487305,0.284461170434952,94.1849670410156,8.46998882293701
1600204455.97828,44.1727238,-70.2752343,1600923492.41295,303.4,1600204456.01674,0.290000021457672,1600204455.75128,7.5,1600204455.85828,-0.07417713594444,0.280352907070856,1600204456.01728,0.112148596072884,-0.26256820024854,0.040157121121275,0.002067839028314,0.030817124992609,0.058951258659363,1600204456,200915,171416,5.87036609649658,20.549165725708,0.473251283168793,78.9201278686523,7.71370410919189,0.08625254034996,86.2525405883789,0.273605465888977,94.1942825317383,8.47075366973877
1600204456.97827,44.1727259,-70.2752339,1600923493.41351,299.1,1600204457.01753,0.283000022172928,1600204457.09825,7.5,1600204456.85827,-0.071619303670494,0.270685565447723,1600204457.01727,0.078653445659088,-0.224114696198679,0.033997991711347,-0.007633607368916,0.011960224248469,0.0639453753829,1600204457,200915,171417,5.87036609649658,20.5482807159424,0.473235100507736,79.0485610961914,7.71466970443726,0.086394302546978,86.3943023681641,0.272440910339356,94.1987380981445,8.47095584869385
1600204457.97826,44.1727281,-70.2752341,1600923494.41307,294.13,1600204458.01733,0.204000011086464,1600204458.4391,7.5,1600204458.45825,-0.069061471396548,0.26101822382459,1600204457.99826,0.077523552699169,-0.213749717653613,0.050030975662007,0.000381193531211,0.03611533716321,0.068040072917938,1600204458,200915,171418,5.87036609649658,20.5471630096436,0.47326648235321,79.1163940429688,7.71571016311646,0.086470648646355,86.4706497192383,0.267408907413483,94.2035217285156,8.47183704376221
1600204459.97824,44.1727314,-70.2752342,1600923496.41317,285.42,1600204460.01652,0.106000006198883,1600204459.78096,7.5,1600204459.85824,-0.025578322739462,0.09667341623133,1600204459.99824,0.017512569211468,-0.183833341991162,0.041355245672503,-0.006116280332208,0.00069144833833,0.081535808742046,1600204460,200915,171420,5.87036609649658,20.5454616546631,0.473287761211395,79.3931655883789,7.7174973487854,0.086776234209538,86.776237487793,0.257811933755875,94.220344543457,8.47353839874268
1600204460.97823,44.1727333,-70.2752343,1600923497.41303,282.38,1600204461.01722,0.106000006198883,1600204461.12608,7.19999980926514,1600204460.85823,-0.025578322739462,0.09667341623133,1600204460.99823,0.010778131901132,-0.198036805154921,0.038546255106951,-0.015995940193534,-0.005863140337169,0.064455151557922,1600204461,200915,171421,5.87036609649658,20.545166015625,0.473253428936005,79.6550598144531,7.71810293197632,0.087063021957874,87.0630187988281,0.256813526153564,94.2311325073242,8.4750862121582
1600204461.97822,44.1727357,-70.2752346,1600923498.41275,280.3,1600204462.01651,0.116000004112721,1600204462.46545,7.19999980926514,1600204462.45822,-0.05371447775287,0.203014174085792,1600204461.99822,0.004502135311357,-0.220491812815647,0.065805977650803,0.00286521227099,0.019232658669353,0.048051901161671,1600204462,200915,171422,5.87194156646729,20.544885635376,0.473224431276321,80.0803298950195,7.71850681304932,0.087528347969055,87.5283508300781,0.244099795818329,94.2388381958008,8.4757080078125
