gps_timestamp,latitude,longitude,compass_timestamp,heading,airspeed_timestamp,airspeed,sonar_timestamp,distance,gps_velocity_timestamp,gps_linear_x,gps_linear_y,local_velocity_timestamp,local_linear_x,local_linear_y,local_linear_z,local_angular_x,local_angular_y,local_angular_z,sonde_timestamp,YYMMDD,HHMMSS,Battery V,Temp °C,Depth m,Cond µS/cm,pH,SpCond mS/cm,SpCond µS/cm,Chlorophyll RFU,ODO % sat,ODO mg/L
1600202121.05601,44.1747444,-70.274471,1600924227.41275,259.07,1600202121.11046,0.394000023603439,1600202120.79512,2.20000004768372,1600202120.91001,0.232855449991787,-0.312855141254099,1600202121.09601,-0.48395790502706,-0.095894372537409,0.033423617913314,-0.013601385988295,0.008750338107348,0.025757471099496,1600202121,200915,163521,5.86879062652588,20.2130718231201,0.468559563159943,82.3061752319336,8.32712554931641,0.090590566396713,90.5905685424805,0.23698690533638,101.958251953125,9.23165321350098
1600202122.05601,44.1747445,-70.2744667,1600924227.51296,259.05,1600202122.11042,0.473000019788742,1600202122.13398,2.59999990463257,1600202121.91001,0.280620670502923,-0.377030554844684,1600202122.09601,-0.484536517198428,-0.016727270200366,0.018263134113269,0.000897545251064,-0.029079331085086,0.13911297917366,1600202122,200915,163522,5.86879062652588,20.2197704315186,0.468585193157196,82.3041687011719,8.323486328125,0.090573765337467,90.5737686157227,0.238582372665405,102.051765441895,9.23836040496826
1600202125.05601,44.174747,-70.2744494,1600924227.81058,255.17,1600202125.1106,0.394000023603439,1600202124.8256,2.59999990463257,1600202124.91001,0.359763581617093,-0.150566149389699,1600202125.09601,-0.444234382591128,-0.000313795205072,0.011208425481154,-0.007675934582949,0.019229389727116,-0.015097381547093,1600202125,200915,163525,5.86879062652588,20.2375984191895,0.468572854995728,82.2368240356445,8.19465637207031,0.09046695381403,90.4669570922852,0.212747514247894,102.307312011719,9.25768089294434
1600202126.05601,44.1747479,-70.2744435,1600924227.91073,252.79,1600202126.09143,0.449000030755997,1600202126.14757,2.20000004768372,1600202125.91001,0.405887117721849,-0.169869501875558,1600202126.07701,-0.429210050658919,0.000653307401489,0.023342498103141,-0.001274538226426,-0.009611160494387,0.120856687426567,1600202126,200915,163526,5.86879062652588,20.2417869567871,0.468590140342712,82.200553894043,8.17428970336914,0.09041789919138,90.4179000854492,0.20956589281559,102.361145019531,9.26170444488525
1600202129.05701,44.1747527,-70.2744264,1600924228.21084,246.47,1600202129.0905,0.377000004053116,1600202128.82599,2.59999990463257,1600202128.91001,0.369363965676503,0.021685498835106,1600202129.07701,-0.40216627339702,-0.011529335906076,0.015207414335216,-0.021790754050016,0.000450459308922,0.03527344763279,1600202129,200915,163529,5.87036609649658,20.2534008026123,0.46860209107399,82.0716171264649,8.12349510192871,0.090254776179791,90.2547760009766,0.22818461060524,102.446350097656,9.26758003234863
1600202130.05701,44.1747548,-70.2744217,1600924228.3169,244.51,1600202130.09063,0.35300001502037,1600202130.1622,2.20000004768372,1600202129.91001,0.349398345910205,0.020513309708884,1600202130.07701,-0.364815685057027,-0.05801761817233,0.004974146675894,-0.002965043764561,0.001968565396965,0.07412976026535,1600202130,200915,163530,5.87036609649658,20.2558116912842,0.468638688325882,82.0229873657227,8.1051607131958,0.090196006000042,90.1960067749024,0.232869803905487,102.426856994629,9.26482963562012
1600202133.05701,44.1747615,-70.2744118,1600924228.61066,238.32,1600202133.09157,0.19700001180172,1600202132.83473,2.20000004768372,1600202132.91001,0.189673387779826,0.011135796699108,1600202133.07701,-0.271747179869608,-0.099226379516483,-0.007280967122946,0.013904892839491,0.001944880234078,0.052512805908918,1600202133,200915,163533,5.87036609649658,20.2631206512451,0.468664228916168,81.9305038452148,8.06795120239258,0.09008115530014,90.0811538696289,0.260033667087555,102.231109619141,9.24599933624268
1600202134.05601,44.1747633,-70.2744099,1600924228.72255,234.71,1600202134.11036,0.218000009655952,1600202134.17107,2.59999990463257,1600202133.91001,0.209639007546123,0.01230798582533,1600202134.09601,-0.248385077518683,-0.082797356136888,-0.009831004885645,0.001279016956687,0.003270734800026,0.056173149496317,1600202134,200915,163534,5.87036609649658,20.2653923034668,0.468669891357422,81.9060668945312,8.05980682373047,0.09004931896925,90.04931640625,0.276877522468567,102.130836486816,9.23622512817383
1600202135.55701,44.1747654,-70.2744081,1600924228.91973,230.5,1600202135.81064,0.20100000500679,1600202135.52575,2.59999990463257,1600202135.91001,0.169707768013528,0.009963607572886,1600202135.59601,-0.192041498022514,-0.077617880267009,-0.027472009478677,-0.003206760622561,-0.001183652784675,0.075469486415386,1600202136,200915,163536,5.87036609649658,20.271520614624,0.468684554100037,81.8825073242187,8.04687690734863,0.090012677013874,90.0126800537109,0.305342018604279,101.85962677002,9.21099758148193
1600202137.05601,44.1747673,-70.2744065,1600924229.01078,229.98,1600202137.09063,0.162000000476837,1600202136.84649,2.59999990463257,1600202136.91001,0.159724958130379,0.009377513009775,1600202137.07701,-0.241709490566324,-0.053885776898675,-0.02808138551277,0.004720445722342,0.019701715558767,0.040972843766213,1600202137,200915,163537,5.86879062652588,20.2743949890137,0.468693524599075,81.8804931640625,8.04132080078125,0.090004190802574,90.0041885375977,0.321359604597092,101.697906494141,9.19546222686768
1600202138.05601,44.1747686,-70.2744054,1600924229.16063,236.75,1600202138.11042,0.178000003099442,1600202138.18541,2.59999990463257,1600202137.91001,0.169707768013528,0.009963607572886,1600202138.09601,-0.222708434411548,-0.103348366682791,-0.012309090222462,0.020014701411128,-0.005304168909788,0.019867742434144,1600202138,200915,163538,5.86879062652588,20.2782402038574,0.468736916780472,81.8865509033203,8.03615856170654,0.090004563331604,90.0045623779297,0.326711386442184,101.561889648438,9.18232250213623
